ticker,sector,calendarDate,updated,dateKey,SO_Q22020,accumulatedOtherComprehensiveIncome,assets,bookValuePerShare,capitalExpenditure,cashAndEquivalents,costOfRevenue,consolidatedIncome,debtToEquityRatio,debt,deferredRevenue,depreciationAmortizationAndAccretion,deposits,dividendYield,dividendsPerBasicCommonShare,earningBeforeInterestTaxes,earningsBeforeInterestTaxesDepreciationAmortization,EBITDAMargin,earningsBeforeTax,earningsPerBasicShare,earningsPerDilutedShare,shareholdersEquity,enterpriseValue,enterpriseValueOverEBIT,enterpriseValueOverEBITDA,freeCashFlow,freeCashFlowPerShare,grossProfit,grossMargin,goodwillAndIntangibleAssets,interestExpense,investedCapital,inventory,investments,totalLiabilities,marketCapitalization,netCashFlow,netCashFlowBusinessAcquisitionsDisposals,issuanceEquityShares,issuanceDebtSecurities,paymentDividendsOtherCashDistributions,netCashFlowFromFinancing,netCashFlowFromInvesting,netCashFlowInvestmentAcquisitionsDisposals,netCashFlowFromOperations,effectOfExchangeRateChangesOnCash,netIncome,netIncomeCommonStock,netLossIncomeFromDiscontinuedOperations,netIncomeToNonControllingInterests,profitMargin,operatingExpenses,operatingIncome,tradeAndNonTradePayables,payoutRatio,priceToBookValue,priceEarnings,priceToEarningsRatio,propertyPlantEquipmentNet,preferredDividendsIncomeStatementImpact,sharePriceAdjustedClose,priceSales,priceToSalesRatio,tradeAndNonTradeReceivables,accumulatedRetainedEarningsDeficit,revenues,researchAndDevelopmentExpense,shareBasedCompensation,sellingGeneralAndAdministrativeExpense,shareFactor,shares,weightedAverageShares,weightedAverageSharesDiluted,salesPerShare,tangibleAssetValue,taxAssets,incomeTaxExpense,taxLiabilities,tangibleAssetsBookValuePerShare,Year,Month,Quarter
BRX,STRIP CENTER,12/31/16,2/11/20,2/13/17,298915.45,21519000,9319685000,9.605,-96660000,102869000,79523000,93318000,2.187,5838889000,0,92668000,0,0.041,0.26,148392000,241060000,0.744,93203000,0.3,0.3,2922884000,13187932614,26,14.825,51996000,0.171,244511000,0.755,0,55189000,15055705000,0,33494000,6392525000,7451912614,20259000,-2846000,-98000,-18553000,-74578000,-93414000,-34983000,872000,148656000,0,93203000,93053000,0,115000,0.287,117810000,126701000,553636000,0.867,2.55,27.051,26.901,8842004000,150000,24.48,5.841,5.787,178216000,-426552000,324034000,0,3528000,22539000,1,304408195,304313000,316802000,1.065,9319685000,0,0,0,30.625,2016,12,4
WRE,OFFICE,12/31/16,4/27/20,2/21/17,82346.72,7611000,2253619000,14.086,-22448000,17622000,28940000,5426000,1.143,1111624000,0,26302000,8802000,0.036,0.3,17294000,43596000,0.567,5521000,0.06,0.06,1050946000,3572931926,21,12.749,9608000,0.129,48012000,0.624,0,11773000,3347621000,0,0,1201557000,2478929926,2717000,0,155000,-7946000,0,-9804000,-19535000,0,32056000,0,5445000,5445000,0,-19000,0.071,30829000,17183000,46967000,5,2.359,20.772,20.109,2068210000,0,33.18,7.913,7.643,64319000,-326047000,76952000,0,755000,4527000,1,74711571,74608000,74796000,1.031,2253619000,0,76000,0,30.206,2016,12,4
REG,STRIP CENTER,12/31/16,2/19/20,2/27/17,171248.26,-18346000,4488906000,24.749,-37481000,17879000,41953000,61658000,0.719,1642420000,0,42606000,28868000,0.028,1.01,81356000,123962000,0.777,61133000,0.55,0.54,2591301000,9131863831,36,21.849,34546000,0.33,117608000,0.737,118831000,20223000,5994616000,0,28588000,1864404000,7507322831,-27646000,-19228000,-625000,17004000,-52287000,-44586000,-55087000,1622000,72027000,0,61133000,55868000,0,525000,0.35,67524000,50084000,138936000,1.836,2.897,52.185,50.14,4105807000,5265000,71.7,12.22,12.22,111722000,-994259000,159561000,0,3504000,16632000,1,104704642,104704642,,1.524,4370075000,0,0,0,41.737,2016,12,4
RPAI,STRIP CENTER,12/31/16,2/20/20,2/15/17,215096,722000,4452973000,9.099,-8561000,53119000,43265000,18295000,1.069,1997925000,0,60828000,0,0.044,0.166,49682000,110510000,0.774,18295000,0.06,0.06,2152086000,5504616515,20,10.988,50179000,0.212,99487000,0.697,142015000,31387000,6255764000,0,0,2300887000,3559810515,-15952000,0,-8841000,-34789000,-41678000,-100483000,25791000,0,58740000,0,18295000,15932000,0,0,0.112,72061000,27426000,122307000,2.767,1.654,22.621,22.773,4056173000,2363000,15.03,6.105,6.099,78941000,-2776033000,142752000,0,1913000,11233000,1,236847007,236528000,236855000,0.604,4310958000,0,0,0,18.226,2016,12,4
MAC,MALL,12/31/16,2/25/20,2/24/17,153539.13,0,9958148000,28.536,-81710000,143997000,100918000,40834000,1.347,4965900000,0,91844000,0,0.041,1.42,77835000,169679000,0.624,35114000,0.27,0.27,4105887000,14493746759,21,13.98,16737000,0.116,171082000,0.629,0,42721000,14780051000,0,1773558000,5530980000,9671843759,9865000,6545000,863000,72074000,-111523000,-37569000,-51013000,316000,98447000,0,37128000,37128000,0,3706000,0.137,105070000,66012000,61316000,5.259,2.356,18.708,19.094,7357310000,0,67.21,9.288,9.462,205225000,-488782000,272000000,0,5645000,4977000,1,143904832,143884000,143954000,1.89,9958148000,0,-2014000,0,69.21,2016,12,4
KRC,OFFICE,12/31/16,4/30/20,2/15/17,119521.07,0,6706633000,38.217,-496918000,250129000,44524000,35418000,0.832,2320123000,150360000,56782000,0,0.045,2.275,47352000,104134000,0.617,32738000,0.29,0.28,3542995000,9392299120,27,16.57,-404469000,-4.363,124121000,0.736,0,14614000,8776627000,0,14773000,2947316000,7322305120,-57105000,0,26943000,103114000,-35902000,361674000,-511228000,-15100000,92449000,0,32738000,29426000,0,2680000,0.174,74733000,49388000,202391000,7.845,2.067,26.101,24.963,5930318000,3312000,74.89,11.395,10.762,13460000,-107997000,168645000,0,5801000,16080000,1,97774137,92708366,93597522,1.819,6706633000,0,0,0,72.341,2016,12,4
DRH,LODGING,12/31/16,3/1/20,2/27/17,201736.36,0,3069463000,9.135,-23829000,289164000,135841000,23906000,0.671,920539000,20067000,23730000,0,0.045,0.125,34441000,58171000,0.282,24948000,0.12,0.12,1836787000,2873625102,17,10.785,39207000,0.195,70780000,0.343,0,9493000,3700838000,0,0,1232676000,2242250102,7130000,0,-5685000,-2814000,-25136000,-33635000,-22271000,0,63036000,0,23906000,23906000,0,0,0.116,37029000,33751000,113348000,1.042,1.221,19.532,19.649,2646676000,0,11.2,2.501,2.512,77928000,-220580000,206621000,0,1306000,6209000,1,200200902,201079573,,1.028,3069463000,0,1042000,0,15.265,2016,12,4
REXR,SELF STORAGE,12/31/16,2/20/20,2/23/17,129314.63,3445000,1515008000,14.274,-49515000,15525000,9139000,8546000,0.589,500184000,0,14242000,15187000,0.023,0.135,12403000,26645000,0.766,8329000,0.1,0.1,939315000,2018962992,51,22.094,-37093000,-0.564,25638000,0.737,41535000,4074000,1958132000,0,5934000,552868000,1534303992,-39738000,400000,1209000,-300000,-9218000,-3045000,-49115000,0,12422000,0,8329000,6928000,0,217000,0.199,18467000,7171000,13585000,1.35,1.633,67.173,63.972,1416989000,1401000,23.03,12.158,11.447,14622000,-59277000,34777000,0,956000,4225000,1,66621971,65807579,66102288,0.528,1473473000,0,0,0,22.391,2016,12,4
STOR,NET LEASE,12/31/16,2/22/20,2/24/17,246242.1,1409000,4941668000,15.914,-303855000,54200000,1548000,31940000,0.99,2351671000,0,32992000,0,0.045,0.29,60803000,93795000,0.918,32050000,0.2,0.2,2483255000,6332958810,28,18.173,-240319000,-1.54,100593000,0.985,0,28753000,7239139000,0,269210000,2458413000,4035487810,26799000,0,89140000,196610000,-45170000,234158000,-270895000,-9547000,63536000,0,31940000,31940000,0,0,0.313,43477000,57116000,60533000,1.45,1.625,32.722,30.512,4556322000,0,25.02,10.723,9.898,0,-151592000,102141000,0,1803000,8732000,1,161290480,156039165,156254458,0.655,4941668000,0,110000,0,31.669,2016,12,4
COR,DATA CENTER,12/31/16,5/2/20,2/10/17,49142.27,-101000,1451303000,13.03,-60787000,4429000,33281000,23161000,1.96,690450000,0,30674000,0,0.027,0.8,21752000,52426000,0.474,17054000,0.45,0.44,435726000,3635930351,51,20.189,-13151000,-0.393,77227000,0.699,51104000,4698000,2086220000,0,0,854217000,2949909351,-1867000,-64965000,47000,99250000,-27123000,72174000,-121677000,0,47636000,0,16980000,14895000,0,6181000,0.135,49294000,27933000,80213000,1.778,6.77,58.564,55.788,1274273000,2085000,87.03,7.368,7.019,25125000,-118038000,110508000,0,2018000,12707000,1,33895316,33439656,33844135,3.305,1400199000,0,74000,0,41.872,2016,12,4
ROIC,STRIP CENTER,12/31/16,4/23/20,2/23/17,128529.92,-3729000,2662969000,10.858,-81225000,13250000,15196000,10652000,1.134,1156280000,0,22503000,5950000,0.033,0.18,20969000,43472000,0.689,9621000,0.09,0.09,1188241000,3561532207,48,22.005,-65052000,-0.594,47874000,0.759,79205000,11348000,3726794000,0,0,1347404000,2418502207,2678000,0,0,89814000,-21775000,67730000,-81225000,0,16173000,0,9621000,9621000,0,1031000,0.153,25874000,22000000,18294000,2,2.035,73.838,71.29,2493997000,0,22.1,10.197,10.197,35820000,-165951000,63070000,0,1266000,3065000,1,109434489,109434489,,0.576,2583764000,0,0,0,23.61,2016,12,4
SLG,OFFICE,12/31/16,3/1/20,2/21/17,79204.69,22137000,15857787000,73.011,-142523000,369967000,147355000,53970000,1.001,6523798000,217955000,108410000,66504000,0.026,0.775,112626000,221036000,0.591,47753000,0.44,0.44,7324475000,17450944477,31,12.318,-16601000,-0.165,226887000,0.606,0,64873000,22011618000,0,3615708000,7330984000,11297113477,-126453000,59583000,2705000,115817000,-79278000,30228000,-282603000,-206054000,125922000,0,47753000,44016000,0,6217000,0.118,131352000,95535000,280437000,1.761,1.542,48.084,47.796,10478638000,3737000,112.32,6.061,6.037,511807000,1578893000,374242000,0,0,25785000,1,100579714,100320000,105241000,3.73,15857787000,0,0,0,158.072,2016,12,4
DRE,INDUSTRIAL,12/31/16,5/2/20,2/17/17,372463.34,682000,6772002000,9.77,-120080000,12639000,74221000,48180000,0.946,2908477000,0,63865000,39820000,0.029,0.38,79395000,143260000,0.638,47339000,0.14,0.13,3465818000,11859444012,26,16.738,-17316000,-0.049,150306000,0.669,0,32056000,9667840000,0,51627000,3278709000,8963606012,-97572000,0,2745000,-95461000,-67394000,-160950000,-39386000,70476000,102764000,0,47755000,47755000,-781000,425000,0.213,63701000,86605000,53742000,2.714,2.586,28.716,28.326,5980962000,0,25.21,9.935,9.778,146736000,-1730423000,224527000,0,0,13173000,1,355557557,354745000,362089000,0.633,6772002000,0,-416000,73190000,19.09,2016,12,4
OFC,OFFICE,12/31/16,2/20/20,2/17/17,114393.83,-1731000,3780885000,15.436,-44205000,209863000,60530000,26603000,1.42,1904001000,12666000,0,29798000,0.033,0.275,43669000,43669000,0.308,25005000,0.23,0.23,1523059000,4974010637,52,52.443,18360000,0.186,81461000,0.574,78351000,18664000,5396672000,0,86020000,2163242000,3279872637,162289000,43681000,109115000,29008000,-26063000,106192000,-6468000,-48000,62565000,0,24733000,21076000,0,1870000,0.148,37134000,44327000,108682000,1.196,2.153,-1140.825,-1108,3073362000,3657000,33.24,5.711,5.711,124657000,-765276000,141991000,0,0,9536000,1,98672462,98672462,,1.439,3702534000,0,272000,0,37.523,2016,12,4
RLJ,LODGING,12/31/16,2/27/20,2/23/17,166626.85,-4902000,4023393000,17.962,241585000,523878000,159847000,75836000,0.805,1582715000,11975000,39968000,0,0.057,0.33,92814000,132782000,0.489,78227000,0.61,0.61,2221924000,3926380269,15,9.134,322544000,2.607,111606000,0.411,0,14587000,5082230000,0,0,1788116000,2867543269,278045000,0,-542000,-916000,-41019000,-42661000,239747000,0,80959000,0,75434000,75434000,0,402000,0.278,19217000,92389000,178552000,0.541,1.291,14.313,14.292,3368674000,0,23.01,2.472,2.453,26018000,38249000,271453000,0,2055000,25243000,1,124621611,123698982,123698982,2.194,4023393000,44614000,2793000,11430000,32.526,2016,12,4
UE,STRIP CENTER,12/31/16,4/29/20,2/16/17,123834.7,0,1904138000,4.977,-24233000,140186000,27930000,20266000,2.84,1197513000,0,14496000,0,0.03,0.22,32365000,46861000,0.561,19499000,0.19,0.19,495757000,3786484729,26,18.868,13834000,0.139,55548000,0.665,30875000,12866000,2930590000,0,0,1408021000,2729157729,-18554000,0,3929000,-4450000,-26921000,-23731000,-32890000,0,38067000,0,19044000,19044000,0,1222000,0.228,22120000,33428000,48842000,1.158,5.505,30.052,30.066,1597423000,0,27.36,8.372,8.34,97035000,-29066000,83478000,0,1353000,6565000,1,99749917,99613000,100043000,0.838,1873263000,0,455000,0,18.805,2016,12,4
DLR,DATA CENTER,12/31/16,3/3/20,3/1/17,276998.22,-140619000,12192585000,32.233,305249000,22036000,196365000,96140000,1.377,5838607000,0,131224000,0,0.033,0.88,150011000,281235000,0.488,97379000,0.48,0.48,5125699000,23023811821,34,19.319,586060000,3.685,380422000,0.66,752970000,52632000,17256186000,0,0,7060288000,17207240821,-14934000,-513966000,-1093883000,-52254000,1000,-68705000,-227040000,0,280811000,-10983000,95075000,77682000,0,1065000,0.135,229300000,151122000,824878000,1.833,3.357,51.815,48.887,8996362000,17393000,108.04,8.032,7.563,203938000,,576787000,0,3974000,41153000,1,159267316,159021831,159753200,3.627,11439615000,0,2304000,0,71.937,2016,12,4
SRC,NET LEASE,12/31/16,2/25/20,2/24/17,130096.46,0,7677971000,36.451,31556000,10059000,9985000,988000,1.085,3664628000,0,68049000,0,0.064,0.9,47765000,115814000,0.668,1021000,0,0,3682108000,8969326241,30,16.095,133674000,1.323,163398000,0.942,724616000,46744000,10607924000,0,66578000,3995863000,5314757241,-3125000,0,739000,-42612000,-84714000,-117113000,11870000,-2994000,102118000,0,988000,988000,0,0,0.006,128684000,34714000,148915000,,1.443,54.541,52.333,6575231000,0,54.95,7.748,7.517,0,-1499814000,173383000,0,2380000,12004000,1,96719877,101016105,101016038,1.716,6953355000,0,33000,0,68.834,2016,12,4
DEI,OFFICE,12/31/16,2/15/20,2/17/17,205398.89,15156000,7613705000,12.549,-43139000,112927000,62351000,22466000,2.394,4369537000,0,62184000,45990000,0.023,0.23,56007000,118191000,0.607,19701000,0.129,0.126,1921143000,10245654987,44,22.164,30647000,0.2,132292000,0.68,5147000,36306000,11865168000,0,144289000,4599634000,5989044987,-45488000,2197000,0,-29424000,-33246000,-78332000,-40942000,0,73786000,0,19701000,19701000,0,2765000,0.101,76354000,55938000,0,1.783,3.117,70.132,68.752,7208442000,0,39.12,8.065,8.065,2165000,-820685000,194643000,0,10371000,9384000,1,153094197,153094197,,1.271,7608558000,0,0,0,49.699,2016,12,4
OHI,HEALTH CARE,12/31/16,3/1/20,2/24/17,236761.13,-53827000,8949260000,19.708,-33933000,107276000,0,129883000,1.228,4366854000,0,70808000,0,0.074,0.62,171758000,242566000,1.034,124882000,0.64,0.64,3858745000,10663570820,20,13.158,134621000,0.688,234486000,1,643474000,46876000,12565364000,0,1546903000,4737274000,6403992820,61189000,-48714000,29900000,-33315000,-119489000,-128406000,20957000,103604000,168554000,15000,124259000,124259000,0,5624000,0.53,87836000,146650000,0,0.969,1.66,17.477,17.042,6326022000,0,32.55,7.109,6.93,240035000,-968450000,234486000,0,3674000,11152000,1,196743251,195792000,204956000,1.198,8305786000,0,623000,9906000,42.421,2016,12,4
HIW,OFFICE,12/31/16,4/28/20,2/7/17,106741.17,4949000,4561050000,19.767,-108325000,78631000,57370000,27036000,1.136,1948047000,0,58406000,0,0.034,0.425,43896000,102302000,0.61,26004000,0.22,0.22,1991553000,6943593710,12,8.457,-34905000,-0.346,110276000,0.658,0,17892000,6430466000,0,27679000,2261932000,5074177710,43103000,127000,70251000,46462000,-42633000,70877000,-101194000,830000,73420000,0,26004000,25380000,0,1032000,0.151,67232000,43044000,313885000,1.932,2.548,9.725,9.417,4010602000,624000,49.91,7.623,7.381,190201000,-749412000,167646000,0,839000,8826000,1,101666554,100749000,103657000,1.664,4561050000,0,0,0,45.271,2016,12,4
VTR,HEALTH CARE,12/31/16,2/24/20,2/14/17,409878.44,-57534000,23166600000,29.55,138071000,367354000,366502000,208832000,1.189,11127326000,0,232189000,0,0.048,0.775,312540000,544729000,0.622,204801000,0.59,0.58,10460240000,32618934213,31,16.844,504258000,1.425,509211000,0.581,1033225000,107739000,32893347000,0,0,12437119000,21858962213,197837000,0,20978000,-171780000,-274566000,-428493000,260143000,122333000,366187000,-409000,207637000,207637000,167000,1195000,0.237,264326000,244885000,907928000,1.314,2.09,33.669,32.787,21192696000,0,61.64,6.348,6.17,0,-2487695000,875713000,0,5073000,31488000,1,354623008,353982000,357504000,2.474,22133375000,0,-2836000,316641000,62.527,2016,12,4
RHP,LODGING,12/31/16,2/26/20,2/28/17,55370.48,-22268000,2405753000,7.213,-33420000,81190000,223520000,48096000,5.537,1502554000,0,27928000,0,0.047,0.75,65048000,92976000,0.291,49144000,0.94,0.94,367997000,4710511093,21,13.999,61065000,1.197,96255000,0.301,0,15904000,3827117000,0,223322000,2037756000,3289147093,23270000,-19698000,418000,14500000,-38260000,-23433000,-47782000,3810000,94485000,0,48096000,48096000,0,0,0.15,34756000,61499000,163205000,0.798,8.938,20.639,20.663,1998012000,0,64.47,2.862,2.862,47818000,-491805000,319775000,0,1534000,6828000,1,51018258,51018258,,6.268,2405753000,0,1048000,1469000,47.155,2016,12,4
HT,LODGING,12/31/16,2/26/20,2/24/17,43435.55,1373000,2155536000,20.022,-36246000,185644000,73228000,6712000,1.527,1051899000,0,18654000,0,0.066,0.48,16558000,35212000,0.316,6133000,0.04,0.04,835418000,1698770282,11,7.287,-27933000,-0.669,38218000,0.343,16944000,10425000,3004847000,0,11441000,1275797000,832515282,49684000,798000,-3004000,642000,-12452000,76819000,-35448000,0,8313000,0,6508000,1134000,0,204000,0.01,120986000,-82768000,65106000,12,0.997,8.71,9.018,1767570000,5374000,19.93,1.784,1.835,27101000,-364831000,111446000,0,2255000,7189000,1,41771966,41724337,42515045,2.671,2138592000,0,-375000,0,51.255,2016,12,4
CDR,STRIP CENTER,12/31/16,2/14/20,2/23/17,94122.99,427000,1233521000,7.11,-4997000,5762000,11329000,3154000,1.122,607745000,0,9741000,0,0.033,0.1,8839000,18580000,0.5,3079000,-0.01,-0.01,580740000,1112795407,31,14.592,11961000,0.146,25841000,0.695,0,5760000,1835504000,0,0,651524000,510812407,-1626000,0,19000,-87275000,-4284000,-95142000,76558000,0,16958000,0,3079000,-523000,0,75000,-0.014,14264000,11577000,23463000,-10,0.88,-93.47,-74.75,1183359000,3602000,5.98,3.381,3.233,14894000,-426864000,37170000,0,785000,4514000,1,85420135,81678000,81678000,0.455,1233521000,0,0,0,15.102,2016,12,4
NNN,NET LEASE,12/31/16,2/11/20,2/13/17,171964.15,-8191000,6334151000,26.776,-248363000,294540000,0,66125000,0.617,2311689000,0,38987000,0,0.041,0.455,90520000,129507000,0.917,66091000,0.37,0.36,3916799000,8557342270,25,17.646,-147232000,-1.007,141199000,1,0,24429000,8351300000,0,1288000,2417223000,6540193270,288023000,0,-9974000,159103000,-66730000,412013000,-225121000,24068000,101131000,0,66091000,54044000,0,34000,0.383,55331000,85868000,0,1.23,1.67,32.558,31.957,5916360000,12047000,44.42,12.256,12.001,3418000,-319254000,141199000,0,0,15963000,1,147235328,146280904,146534037,0.965,6334151000,0,0,0,43.301,2016,12,4
BFS,STRIP CENTER,12/31/16,2/28/20,3/7/17,31201.32,-1299000,1343025000,14.814,613000,8322000,13201000,14376000,3.045,900289000,30696000,10939000,0,0.031,0.51,22880000,33819000,0.624,11465000,0.39,0.38,318505000,2243887000,25,16.575,19352000,0.9,41000000,0.756,0,11415000,2234992000,0,0,969776000,1351920000,-1514000,0,3666000,32767000,-10166000,21336000,-41589000,-42202000,18739000,0,11465000,8371000,0,2911000,0.154,15938000,25062000,20838000,1.308,4.245,41.087,41.098,1242534000,3094000,62.88,6.228,6.228,53033000,-188584000,54201000,0,321000,4996000,1,21500000,21500000,,2.521,1343025000,0,0,0,62.466,2016,12,4
BHR,LODGING,3/31/17,3/13/20,5/9/17,53279.72,0,1450822000,13.812,-9273000,197093000,63934000,-289000,2.461,856161000,0,12021000,0,0.051,0.16,7711000,19732000,0.203,-491000,-0.07,-0.07,376606000,986767865,17,9.422,-4719000,-0.173,33362000,0.343,22760000,8202000,2087130000,1790000,20010000,926694000,327699865,32448000,-154028000,66644000,97726000,-4625000,188906000,-161012000,2289000,4554000,0,-13000,-1686000,0,-276000,-0.017,26112000,7250000,57432000,-2.286,0.87,22.145,18,1157260000,1673000,10.26,0.812,0.694,35446000,-91246000,97296000,0,-1668000,3874000,1,31939558,27267000,27267000,3.568,1428062000,0,-478000,0,52.373,2017,3,1
CLI,OFFICE,3/31/17,4/24/20,5/9/17,103940.67,3085000,4914227000,16.989,-443528000,225912000,65867000,22729000,1.954,2731204000,0,46338000,53496000,0.022,0.15,40200000,86538000,0.577,19879000,0.11,0.11,1528290000,4911249551,30,13.85,-392215000,-4.36,84020000,0.561,0,20321000,7419519000,0,325150000,2986651000,2405957551,136705000,9913000,0,382722000,-15006000,506703000,-421311000,10433000,51313000,0,19879000,19879000,0,2850000,0.133,59223000,24797000,169988000,1.364,1.574,32.117,37.181,3942276000,0,26.77,3.942,3.945,112461000,-1045786000,149887000,0,0,11592000,1,89875142,89955000,100637000,1.666,4914227000,0,0,0,54.63,2017,3,1
VER,NET LEASE,3/31/17,2/27/20,5/4/17,1081496.42,-1795000,15356535000,8.532,-7059000,332298000,36676000,14790000,0.827,6287403000,0,189880000,0,0.072,0.138,92435000,282315000,0.811,18692000,0,0,8312445000,13428077511,55,13.025,177276000,0.182,311353000,0.895,1483049000,73743000,19828591000,0,145229000,6874909000,7472972511,29134000,195730000,0,-81861000,-152219000,-235056000,79855000,6222000,184335000,0,14438000,14438000,0,352000,0.041,232517000,78836000,301589000,,0.899,-109.352,-51.133,13021973000,0,7.67,5.212,5.212,15007000,-4338029000,348029000,0,3111000,29148000,1,974311931,974311931,,0.357,13873486000,0,4254000,0,14.239,2017,3,1
HIW,OFFICE,3/31/17,4/28/20,4/25/17,106741.17,5885000,4548816000,19.684,-89719000,34159000,57396000,33485000,1.123,2042486000,0,56145000,0,0.042,0.88,50160000,106305000,0.628,32297000,0.31,0.31,2002657000,7259280496,37,17.294,-20800000,-0.204,112012000,0.661,0,17863000,6557143000,0,22609000,2249630000,5250953496,-44572000,6512000,13191000,96740000,-126122000,-29766000,-83725000,1178000,68919000,0,32297000,31674000,0,1188000,0.187,67635000,44377000,207144000,2.839,2.622,43.514,43.991,4045868000,623000,51.47,7.835,7.813,194686000,-762655000,169408000,0,3783000,11490000,1,102019691,101738000,104661000,1.665,4548816000,0,0,0,44.711,2017,3,1
DRE,INDUSTRIAL,3/31/17,5/2/20,4/28/17,372463.34,426000,6958510000,9.759,-184843000,13389000,65368000,70781000,0.998,3080262000,0,66172000,43385000,0.027,0,102837000,169009000,0.744,72332000,0.2,0.2,3467201000,12927472408,27,17.611,-74900000,-0.211,161946000,0.712,0,30505000,10025383000,0,81563000,3460630000,9860599408,750000,0,786000,177960000,-67554000,101697000,-210890000,4561000,109943000,0,70200000,70200000,0,581000,0.309,63835000,98111000,67004000,0,2.844,29.084,28.588,6117932000,0,27.73,10.9,10.891,140173000,-1728170000,227314000,0,0,19232000,1,355593199,355282000,360700000,0.64,6958510000,0,2132000,69823000,19.586,2017,3,1
EGP,INDUSTRIAL,3/31/17,2/14/20,4/24/17,39055,3405000,1856430000,20.103,-47059000,44000,19007000,12973000,1.762,1106241000,0,20225000,0,0.031,0.62,21505000,41730000,0.631,12819000,0.38,0.38,670642000,3772219960,31,18.819,-23246000,-0.697,47147000,0.713,0,8686000,2962627000,0,7724000,1181449000,2666022960,-478000,0,39513000,4603000,-21515000,20076000,-44367000,805000,23813000,0,12819000,12819000,0,154000,0.194,25703000,21444000,43730000,1.632,3.975,30.779,29.679,1741172000,0,78.65,10.349,10.185,0,-321775000,66154000,0,2357000,5478000,1,33897304,33361000,33409000,1.983,1856430000,0,0,0,55.647,2017,3,1
PEAK,HEALTH CARE,3/31/17,2/13/20,5/2/17,544970.26,-28658000,14855868000,12.474,1068406000,824920000,159081000,464177000,1.486,8141452000,141561000,136554000,0,0.06,0,541701000,678255000,1.378,454983000,0.98,0.97,5841348000,21964093595,16,11.467,1261535000,2.694,333087000,0.677,432109000,86718000,21740291000,0,2328228000,8682393000,14647561595,669384000,608042000,-60000,-1060271000,-173629000,-1238969000,1715217000,34826000,193129000,7000,461145000,460375000,0,3032000,0.935,160089000,172998000,344908000,0,2.508,15.083,15.101,10633704000,770000,31.26,7.395,7.39,31500000,-2802218000,492168000,0,3765000,22478000,1,468572028,468299000,475173000,1.051,14423759000,0,-6162000,0,30.8,2017,3,1
DEI,OFFICE,3/31/17,2/15/20,5/5/17,205398.89,22858000,7586699000,12.061,-59185000,85533000,60832000,21780000,2.486,4391410000,0,63182000,46153000,0.023,0.23,56003000,119185000,0.613,19049000,0.124,0.123,1864490000,10252760873,43,21.442,48367000,0.313,133649000,0.687,4833000,36954000,11887743000,0,142655000,4635392000,5946883873,-27394000,1407000,0,19855000,-34852000,-77168000,-57778000,0,107552000,0,19049000,19049000,0,2731000,0.098,77530000,56119000,0,1.855,3.19,66.759,65.537,7175928000,0,38.47,7.739,7.739,3391000,-836859000,194481000,0,2708000,10156000,1,154584972,154584972,,1.258,7581866000,0,0,0,49.047,2017,3,1
BFS,STRIP CENTER,3/31/17,2/28/20,5/4/17,31201.32,-1093000,1419782000,14.986,-3318000,9671000,13242000,17374000,3.229,969638000,32049000,11342000,0,0.033,0.51,25568000,36910000,0.631,13704000,0.49,0.49,322205000,2244377000,24,16.356,28234000,1.313,45224000,0.774,0,11864000,2379749000,0,0,1040471000,1284410000,1349000,0,3667000,69289000,-11073000,57146000,-87349000,-84031000,31552000,0,13704000,10610000,0,3670000,0.181,15643000,29581000,20779000,1.041,3.986,38.158,38.295,1315557000,3094000,59.74,5.875,5.875,52021000,-189078000,58466000,0,321000,4301000,1,21500000,21500000,,2.719,1419782000,0,0,0,66.036,2017,3,1
DLR,DATA CENTER,3/31/17,3/3/20,5/10/17,276998.22,-122540000,12329548000,31.585,-267944000,25397000,196258000,84563000,1.443,6201329000,0,131807000,0,0.031,0.93,141060000,272867000,0.496,85761000,0.42,0.41,5031463000,24458975524,35,20.116,-48878000,-0.307,354311000,0.644,757444000,55299000,17748036000,0,0,7259103000,18283043524,607000,-5749000,2606000,307173000,-295105000,-2891000,-215568000,0,219066000,2754000,83538000,66145000,0,1025000,0.12,217028000,137283000,804371000,2.214,3.634,50.912,48.487,9188951000,17393000,114.43,8.354,8.329,195406000,-1629633000,550569000,0,4064000,34647000,1,159774915,159297027,160421655,3.456,11572104000,0,2223000,0,72.645,2017,3,1
HR,HEALTH CARE,3/31/17,2/13/20,5/3/17,134932.26,-1358000,3039236000,14.417,43803000,106382000,37834000,31845000,0.838,1278662000,0,35803000,0,0.038,0,46117000,81920000,0.783,31845000,0.28,0.28,1653291000,4865714331,29,16.188,73175000,0.638,66735000,0.638,0,14272000,4211516000,0,0,1385945000,3693434331,51875000,0,-334000,13968000,-34937000,-21303000,43806000,3000,29372000,0,31845000,31845000,13000,0,0.305,43798000,22937000,62746000,0,2.234,34.116,32.347,2725569000,0,31.7,8.875,8.735,0,-1267355000,104569000,0,2614000,9280000,1,116512124,114675000,115507000,0.912,3039236000,0,0,0,26.503,2017,3,1
